% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1013501, Wed Oct  8 16:34:12 2025, <python>{}</python>
1 7 15.263203684272462 0 6.5098943518861265 189.74661146560763 6.1767743756803535 16.052850020022557
2 14 12.292839302821477 0 5.773173957246673 211.65726995968888 11.134002861463697 22.367506303627383
3 21 11.3577891844839 0 670000029.7820556 203.9450134130037 29.24309158319968 15.84792227467876
4 28 13.534934438240885 0 670000027.9289505 186.00575217925154 34.47244188127938 16.016361670564603
5 35 14.469861449360927 0 670000024.8000138 189.83462173373752 40.4289696802355 10.65069769256558
6 42 16.057401222079093 0 670000024.7804153 156.86530949798546 49.203540276798456 13.621980002215649
7 49 14.991038311407989 0 670000025.8217357 157.48367847705484 42.60756501401927 13.2300553207169
8 56 13.586623168241298 0 670000021.1408024 153.167497772853 63.615458703492735 12.233877934284813
9 63 11.872426448729476 0 670000023.1801741 151.69660618213598 63.12753334987795 17.06408869072832
10 70 9.845684658750551 0 670000024.4384449 168.40088279485735 52.30253024846571 12.114156631267894
11 77 10.183967565976372 0 670000019.2523658 153.00785320711168 69.49054265014465 10.352318477321234
12 84 7.4075599467031426 0 670000022.6144519 163.2819748914888 54.92715867192771 10.059619530476732
13 91 6.115557455778756 0 670000022.555759 165.1202817526611 58.701393438232756 13.09217460671981
14 98 5.978845048785918 0 670000021.5110614 159.76729409553315 65.78520687921952 12.550765437414235
15 105 9.13989634275328 0 670000019.6767092 156.23969842506912 75.10623256041175 12.96411399954899
16 112 12.85272748033823 0 670000018.6104321 154.13958834319723 85.3833882708379 14.63014389937083
17 119 14.014536283174289 0 670000015.4149704 156.29326594085603 98.71145676732468 13.249809575268303
18 126 20.65698615720719 0 670000010.272332 154.6345626600478 120.1092936433152 10.326463034085307
19 133 27.086319414498917 0 670000011.4488902 157.82940479736823 126.99262333952771 16.031322761312587
20 140 37.319357127144684 0 670000006.4680395 170.58932852666396 159.43561353508798 15.404036804469051
21 147 38.986603321667864 0 670000000.1979958 151.62563586432356 180.71721995769127 14.264955615036438
22 154 34.438175793980555 0 670000001.7209325 163.1005393465564 184.49084473360685 18.447383599811335
23 161 26.086986239236236 0 670000003.652127 153.49044681775584 161.21353324285562 13.400787572002788
24 168 23.16016303481882 0 670000000.4933492 160.34054434330608 185.4873923574827 15.048447108061232
25 175 22.637791747428466 0 669999997.3585746 161.03264837229858 192.93193086924532 11.454781819895537
26 182 25.109906211337602 0 669999993.273696 165.11282806915702 215.06265786090745 12.201556888780226
27 189 24.655541671764333 0 669999993.2648884 174.93357672627434 217.1786401378123 13.473324125793727
28 196 28.262295119080253 0 669999988.9665344 178.6290794110568 247.5160818492281 11.776052994046262
29 203 32.074592010317794 0 669999984.9323711 193.6146245819076 280.3023210613492 14.302562466289544
30 210 35.073285490450694 0 669999980.977823 178.7300575621252 290.73853093473303 14.948968179704407
31 217 39.03308068948268 0 669999972.4253561 201.6482442504549 334.03633304260296 12.912412392373131
32 224 38.76335964351744 0 669999964.6646085 197.65387209608303 364.2321244543381 10.24933437149322
33 231 29.965973416526936 0 669999971.7925954 199.7493484017001 330.19757219075143 11.557759568831942
34 238 37.71683216380811 0 669999962.4560475 198.64488870844954 384.69770294454247 13.393054083920365
35 245 34.47133499991813 0 669999964.2163407 204.9380880939398 374.8646818957936 13.052339184707707
36 252 47.36741702567604 0 669999950.3046882 231.72630018289408 468.1133036886659 15.614967227095153
37 259 67.34394829310403 0 669999930.8305613 239.77004448783953 568.022973385589 12.386941278247614
38 266 73.67505877915904 0 669999924.201409 213.4363447163071 605.6346623847317 13.43419219366673
39 273 78.25935396627008 0 669999935.7708807 183.74840116404133 539.6298470004532 12.382595697943614
40 280 91.3659879440336 0 669999906.4729135 241.4238531286389 699.4444549413992 12.5342334629555
41 287 105.96085759372566 0 669999891.2333376 239.53749709109894 776.2031741582798 10.209386917565565
42 294 103.11649528568121 0 669999900.9001704 232.10804458701548 743.18520353885 18.481047445821424
43 301 115.68573123693993 0 669999873.9427975 217.84572392864374 874.580408159196 13.567580493749741
44 308 182.24196673464405 0 669999792.4888003 218.20705318355985 1303.934585154962 11.082757993524192
45 315 213.7876957756575 0 669999753.9407194 219.8117400178077 1522.710290392884 12.002906345015937
46 322 254.68734167768056 0 669999754.0986929 171.0122145488181 1546.4567848872032 24.985600115954192
47 329 339.51226623302216 0 669999617.7978034 180.47487108046573 2268.207613065008 17.12595379490165
48 336 317.89434312463453 0 669999903.8902628 155.36228017012445 704.4461354528057 14.762527690180889
49 343 274.1733730862536 0 669999888.1142738 232.85286114986255 818.0883756778536 20.787484847384643
50 350 269.42708161108413 0 669999836.1796126 230.46160481288854 1094.5210105017068 19.740297301336444
51 357 249.6425181602641 0 669999696.166203 184.59197405786557 1857.9129749989465 28.584500333681756
52 364 225.224174418124 0 669999803.1540926 185.26096621008222 1269.3247925449086 24.428978943374915
53 371 202.33374419149368 0 669999811.2475748 189.8561448462527 1244.2535234264285 25.463292853860658
54 378 178.72220383228273 0 669999810.9126885 208.28055038075877 1238.2718800414862 27.306455128183288
55 385 136.57913857108278 0 669999785.9209251 198.84091450905922 1368.2468521319895 26.23439637572585
56 392 149.82050299481648 0 669999733.8055582 200.36028335270905 1647.4366524523384 24.274635210632425
57 399 182.5047129760675 0 669999671.3051949 235.94255089154626 2006.9508083804442 27.72357806432246
58 406 178.7821532207202 0 669999593.6251421 232.78685831906157 2425.0132222072425 26.847582161959863
59 413 194.8296229603559 0 669999608.0864812 186.28778870528004 2335.0319845839103 27.771267355673285
60 420 206.64024921273264 0 669999591.6973298 160.83952182931435 2420.6167353424507 25.98492397758707
61 427 287.67198250539263 0 669999492.2022113 231.17816920158643 2964.2052475333494 23.14853429112949
62 434 307.9518959249237 0 669999444.412859 186.7099461500702 3209.2559746089937 24.676725349250205
63 441 346.74021546231006 0 669999336.9303452 177.36936126113426 3798.2122271767366 27.90614675713084
64 448 371.65433249570896 0 669999249.3203815 185.27258568010623 4278.429686516115 27.96407384741721
65 455 347.76407525321133 0 669999174.9269447 218.85954179359305 4676.413343399435 25.613309158762583
66 462 362.945929099873 0 669999018.822319 157.12840056490495 5518.645215759618 27.08299841345002
67 469 341.1517533155208 0 669999019.7085015 153.3615688778311 5508.17579326474 24.3862869643236
68 476 261.5943133363682 0 669999072.9070581 182.75312990133995 5235.32129550205 28.6106159245783
69 483 265.8867140787017 0 669998912.0979483 185.3356383409144 6092.972625531032 27.378886637922395
70 490 256.2497863972307 0 669998916.2440444 188.22928336461166 6087.561157737783 27.829189820086366
71 497 406.2143360166247 0 669998615.5760336 175.85507896184635 7703.127430492169 27.422944418562945
72 504 626.2359317248826 0 669998337.1583263 226.39017807007008 9220.615397551011 29.387713160253668
73 511 791.1775522215837 0 669998123.41431 162.53066930625448 10364.123970870802 28.293141987046074
74 518 807.5722689402737 0 669998168.49349 242.06049483227153 10138.665164074842 29.944243809674152
75 525 785.1608754304619 0 669998023.3751554 243.0543352176611 10914.647730476416 27.530313222019018
76 532 705.0911750454568 0 1339997967.0386517 129.75808598518694 11185.194462002393 23.19698429733659
